trial,score,best_score,sharpe,best_sharpe,ann_return,ann_vol,max_dd,calmar,profit_factor,avg_turnover,avg_positions,n_trade_days,elapsed_min,error,N_PCA_FACTORS,OU_WINDOW,ENTRY_THRESHOLD,LONG_EXIT_THRESHOLD,SHORT_EXIT_THRESHOLD,KAPPA_MIN,DELTA_A,OBS_VAR_SCALE
30,0.12746804981500426,0.8113230053080249,0.22964059074485632,0.8693479807790757,0.02200502107269475,0.09582374353471147,-0.19381839353106234,0.11353422485760162,1.0399046252546713,0.10526688328641778,49.06043956043956,1806,19.161758530139924,,11,140,2.0,0.25,0.25,12,0.9936292404871665,0.5359274284881198
31,0.3470790127095368,0.8113230053080249,0.4172443079324161,0.8693479807790757,0.03389074087819701,0.08122517248021158,-0.13187514751372442,0.2569911125572008,1.0740369786416641,0.08455442932034313,61.30384615384615,1809,20.044035057226818,,12,140,1.75,0.1,0.25,14,0.9979141129921751,0.6775427008019899
32,0.11636995091929314,0.8113230053080249,0.23307614832263035,0.8693479807790757,0.029776008370045275,0.12775227574478584,-0.2235377353812198,0.1332034983680293,1.0457980329565202,0.09874659425454635,47.36758241758242,1813,20.749132907390596,,6,160,2.0,0.25,0.25,16,0.9942164354762244,0.7722595186195718
33,0.1923228629877408,0.8113230053080249,0.2855818058443105,0.8693479807790757,0.029778391642344797,0.10427271987550553,-0.1729549114546477,0.17217430480517634,1.053415798283753,0.13562974258491692,61.604395604395606,1816,21.459140149752297,,6,160,1.25,0.7,0.25,20,0.9962007170774075,1.0580572593831463
34,0.6106683406904307,0.8113230053080249,0.6697864158902819,0.8693479807790757,0.05792849205704163,0.08648800674770767,-0.1091031440937299,0.5309516287383578,1.1206705161240034,0.09133006305972369,55.88021978021978,1805,22.288600595792136,,10,140,2.0,0.7,0.25,8,0.9985723053100419,0.7221464971048731
35,0.6091067933710903,0.8113230053080249,0.6909088117931916,0.8693479807790757,0.06575896245870926,0.0951774841140581,-0.15613506845354264,0.4211671542468089,1.1288096336187028,0.07468968390659875,50.620879120879124,1803,23.16729813416799,,10,160,2.25,0.25,0.1,12,0.9976308723135341,0.9599572978787689
36,0.526564017175016,0.8113230053080249,0.6024578138406602,0.8693479807790757,0.06674848535120251,0.1107936254086935,-0.14108981034715606,0.47309217573519796,1.120772566379349,0.10697782984132347,50.246153846153845,1814,23.968749837080637,,8,160,2.0,0.9999999999999999,0.4,20,0.9982259265032087,1.3622884009098861
37,0.6545193767273164,0.8113230053080249,0.7349011413194483,0.8693479807790757,0.07844711036017103,0.10674511978485483,-0.15215054251543758,0.5155887653322799,1.1451252124432787,0.08612986668826192,48.37802197802198,1803,24.83638844092687,,9,160,2.25,0.5499999999999999,0.25,20,0.9980282971896068,0.6079698310203525
38,0.6605199988097307,0.8113230053080249,0.7330323672609875,0.8693479807790757,0.07576901742796897,0.10336380876479402,-0.13732870144928044,0.5517347548498645,1.1518905329747169,0.07696035453233178,61.097802197802196,1815,25.639840559164682,,7,160,1.75,0.1,0.1,18,0.998881755474529,0.7801206657997085
39,0.3830575730472086,0.8113230053080249,0.45639132812429084,0.8693479807790757,0.049617578608812905,0.10871718096120432,-0.13405846044354053,0.37011896485048495,1.0869307595583206,0.1260904971062395,53.99395604395605,1815,26.406359740098317,,6,140,1.75,0.85,0.7,20,0.998428884253256,0.8836849524836183
40,0.48744779655256343,0.8113230053080249,0.566101090813516,0.8693479807790757,0.058752380923914195,0.10378425669430179,-0.14569546647334142,0.4032546951944067,1.1134683900521367,0.116111220485637,57.293956043956044,1815,27.350880153973897,,10,160,1.5,0.5499999999999999,0.1,20,0.9949526571099744,1.039175121760143
41,0.26732525247059186,0.8113230053080249,0.3639510038331248,0.8693479807790757,0.03319758020536401,0.09121442132519968,-0.1855613309012074,0.17890354657478907,1.0677123235859738,0.0769017182385846,55.300549450549454,1803,28.2739608724912,,10,140,2.25,0.4,0.1,18,0.9987759668212972,1.1101288097842625
42,0.4275652523895719,0.8113230053080249,0.4906669171850681,0.8693479807790757,0.048949419046002786,0.09976099331665397,-0.1171346733352906,0.41789008883721535,1.1039147863031396,0.09068656255701835,63.59065934065934,1815,29.410985378424325,,12,160,1.5,0.4,0.25,20,0.9986048662848384,0.6218432768236288
43,0.4713605957660031,0.8113230053080249,0.5282466943379284,0.8693479807790757,0.0522817194021351,0.09897216577504903,-0.10564620470165509,0.49487550972397626,1.1109639688494355,0.08125992442195464,61.1967032967033,1815,30.53051453034083,,11,160,1.75,0.4,0.1,10,0.9985481568907729,0.776821626139997
44,0.47554617678096217,0.8113230053080249,0.5391380294175998,0.8693479807790757,0.05520415862133602,0.10239336794877915,-0.11545243996452503,0.4781549756618271,1.1128849937034488,0.11731265308750231,55.8978021978022,1815,31.683603151639304,,11,160,1.75,0.9999999999999999,0.7,18,0.9989428452270159,0.8237367514777624
45,0.5076157478307508,0.8113230053080249,0.5811394613939638,0.8693479807790757,0.05626943952399908,0.09682605168306256,-0.13693892080132586,0.4109090329814712,1.1133952001895997,0.1010850632510017,62.29945054945055,1815,32.61248791217804,,8,160,1.5,0.7,0.1,14,0.9983651621469026,0.9959503528239466
46,0.5141258978189482,0.8113230053080249,0.5949655525700046,0.8693479807790757,0.05679485570063891,0.09545906558003009,-0.15286974106807927,0.3715245103695557,1.1064290303327016,0.08809568434033367,55.887362637362635,1809,33.42649263540904,,6,140,2.0,0.4,0.25,20,0.9987997515926975,0.877191306327504
47,0.7682311279199349,0.8113230053080249,0.8202964019798379,0.8693479807790757,0.0775406061948467,0.09452754639383702,-0.09439041726823927,0.8214881175330684,1.161423222583576,0.09740130851566832,59.558241758241756,1811,34.32601222197215,,8,140,1.75,0.7,0.1,20,0.9984884536892602,1.0830483829994915
48,0.4148945889898767,0.8113230053080249,0.4924654229205503,0.8693479807790757,0.05361480317074688,0.10887018798758706,-0.14613847261548418,0.36687671775396735,1.0987410493844567,0.09003195245863023,58.46923076923077,1815,35.18718746503194,,6,160,1.75,0.7,0.1,20,0.9989124210534953,1.033556808260928
49,0.4547548486842907,0.8113230053080249,0.5573731411785363,0.8693479807790757,0.06708325843945533,0.1203561016550085,-0.1919377808949594,0.349505230948604,1.1076076527163161,0.13298804093531805,41.434065934065934,1815,36.047542635599775,,8,120,2.25,0.85,0.1,20,0.9926855183115565,1.1667752786230052
15,0.5926329003865124,0.5926329003865124,0.6588021629718911,0.6588021629718911,0.06628633084723401,0.10061644386262014,-0.11984986466023184,0.5530780617496092,1.133381798075556,0.12488660510525353,60.145604395604394,1815,8.461875212192535,,9,140,1.5,0.85,0.1,20,0.9973340955158548,0.9522301618174283
8,0.5188578679883213,0.5188578679883213,0.5920711880267346,0.5920711880267346,0.05710322220153137,0.09644654790895332,-0.1304788924837812,0.4376433698548554,1.111373809173662,0.15947747593045347,62.98626373626374,1815,4.649689090251923,,7,120,1.25,0.85,0.1,20,0.9958114267701532,0.5384588178410068
9,-0.03571055749928137,0.5188578679883213,0.10094315225089666,0.5920711880267346,0.014227927261676572,0.14094990045795988,-0.2563281961567463,0.05550668040037276,1.0172806335572488,0.1697922334360976,31.00989010989011,1796,5.152397108078003,,4,140,2.25,0.85,0.85,8,0.9900185201996198,0.43904287143015563
10,-0.02484558206975561,0.5188578679883213,0.08311296094248727,0.5920711880267346,0.008752638908721294,0.10531015631578773,-0.20217157793912865,0.043293122593901924,1.0152488241064253,0.137455080853571,61.08901098901099,1816,5.686829821268717,,6,160,1.25,0.7,0.1,18,0.9945858547095974,0.44656703997034175
11,0.2742949165634328,0.5188578679883213,0.34573298496001365,0.5920711880267346,0.03193007543324993,0.09235472697793894,-0.13088627128750874,0.24395282346390143,1.0646198417636925,0.11989865505652951,63.80714285714286,1815,6.2001302480697635,,8,80,1.75,0.7,0.1,20,0.9983588387035781,0.8870855519419747
12,0.3406387163740077,0.5188578679883213,0.41451802333163473,0.5920711880267346,0.03824775470854493,0.09227042626791852,-0.13501966468432125,0.2832754384183146,1.0794768643364685,0.12738949230932742,62.21153846153846,1815,6.799627776940664,,12,120,1.5,0.5499999999999999,0.7,10,0.9982658086131916,0.42253812161719906
13,0.2547493125125224,0.5188578679883213,0.361445254623097,0.5920711880267346,0.03786417227191483,0.10475769646332284,-0.19612427983133152,0.19306213541983852,1.068389627878635,0.17267604389817726,58.38021978021978,1816,7.347963194052379,,7,140,1.25,0.7,0.7,8,0.9961016948642527,0.7356819003139063
14,0.06878643876770224,0.5188578679883213,0.2033313308482572,0.5920711880267346,0.01921847882344766,0.09451803980858264,-0.2473445904150573,0.07769920818239055,1.035552759008534,0.21745193746052616,62.104395604395606,1818,7.869623303413391,,7,80,1.25,0.85,0.25,20,0.9928642954878122,0.6129296193406617
3,0.41543903134282795,0.41543903134282795,0.49452842442188333,0.49452842442188333,0.05465525825829221,0.11051995306879607,-0.14257608935470167,0.3833409830895314,1.0970482428875032,0.15602696803409086,52.456593406593406,1815,2.164663314819336,,9,140,1.5,0.5499999999999999,0.7,8,0.9935056279266201,0.5046289484247498
4,0.13566832981824734,0.41543903134282795,0.3122370900917184,0.49452842442188333,0.04331771903927902,0.1387334189751596,-0.34215498542944645,0.12660262420233326,1.055606551437782,0.10982535117495708,33.89120879120879,1786,2.6623862783114114,,4,160,2.5,0.85,0.4,8,0.9945792623711702,0.8281829924875215
5,-0.2124087840616584,0.41543903134282795,-0.06363335201805605,0.49452842442188333,-0.006820782465057236,0.10718879720687714,-0.2734197371594753,-0.024946196408194676,0.9889435172500443,0.24131126927729374,57.07032967032967,1815,3.148136043548584,,5,100,1.25,0.9999999999999999,0.25,16,0.9893639550652518,0.924081625413373
6,0.23573015263598693,0.41543903134282795,0.334353730025711,0.49452842442188333,0.03706793989718683,0.11086444256008868,-0.18016746690901486,0.20574158327877395,1.0593880097782793,0.170796878704333,39.54120879120879,1805,3.6597863753636677,,10,80,2.5,0.85,0.9999999999999999,20,0.9933705997033552,1.4062490820277402
7,-0.14951458427573006,0.41543903134282795,-0.03330011977437725,0.49452842442188333,-0.0031557889328670554,0.09476809555788067,-0.21656396765270847,-0.014572086792978497,0.994346647968162,0.15864961349997156,66.93791208791208,1818,4.13691961367925,,4,80,1.25,0.4,0.4,10,0.996602325128127,0.7281039920323071
2,0.20697732670399613,0.20697732670399613,0.30745904258531664,0.30745904258531664,0.03517990769854657,0.11442144424418585,-0.18365105768674517,0.1915584268431123,1.056261444721299,0.17312374075895878,45.34505494505495,1815,1.6290930112202961,,7,120,1.75,0.4,0.7,8,0.9890900250794931,0.73963421195243
0,0.11646363066596362,0.11646363066596362,0.24244587309680202,0.24244587309680202,0.033874260530217006,0.1397188580590602,-0.2371618128419244,0.14283185022200534,1.0441924547981194,0.14802672019752416,28.728571428571428,1803,0.5361984451611836,,8,160,2.25,0.7,0.25,10,0.9858131705703548,1.3394113749299221
1,0.06481538809012673,0.11646363066596362,0.1960187212167334,0.24244587309680202,0.022038508287470945,0.11243062984327641,-0.23203365824361832,0.09497979066611158,1.0354446577325078,0.3037300800959499,46.28131868131868,1815,1.1252644459406536,,10,140,1.25,0.9999999999999999,0.85,10,0.9875455495408993,0.5200854118241206
