trial,score,best_score,sharpe,best_sharpe,ann_return,ann_vol,max_dd,calmar,profit_factor,avg_turnover,avg_positions,n_trade_days,elapsed_min,error,N_PCA_FACTORS,OU_WINDOW,ENTRY_THRESHOLD,LONG_EXIT_THRESHOLD,SHORT_EXIT_THRESHOLD,KAPPA_MIN,DELTA_A,OBS_VAR_SCALE
10,-0.02523584192123323,0.5174881911945259,0.08272358278825341,0.5907021295578821,0.008711807954022086,0.10531226598733759,-0.20217318257608463,0.043090818688297276,1.015176600822787,0.13745666842888654,61.08901098901099,1816,10.1409872174263,,6,160,1.25,0.7,0.1,18,0.9945858547095974,0.44656703997034175
11,0.27277489305489255,0.5174881911945259,0.344216897861043,0.5907021295578821,0.03179281133236713,0.09236272690250547,-0.13088671580979128,0.24290327047833832,1.0643248620087828,0.1199729380250956,63.80769230769231,1815,11.059419023990632,,8,80,1.75,0.7,0.1,20,0.9983588387035781,0.8870855519419747
12,0.3377026046787591,0.5174881911945259,0.4115826680354299,0.5907021295578821,0.037983048223258965,0.09228534428954453,-0.13502103825107137,0.2813120734016988,1.0788834726286183,0.12739088462270232,62.21153846153846,1815,12.225882188479106,,12,120,1.5,0.5499999999999999,0.7,10,0.9982658086131916,0.42253812161719906
13,0.25414458670960977,0.5174881911945259,0.3608460613999846,0.5907021295578821,0.03780232828755888,0.10476026297999798,-0.196126339852707,0.19274478030818726,1.0682663167837396,0.1727660952804271,58.378571428571426,1816,13.201745374997456,,7,140,1.25,0.7,0.7,8,0.9961016948642527,0.7356819003139063
14,0.06780952248355865,0.5174881911945259,0.20235488257769627,0.5907021295578821,0.019127298490928042,0.09452353334535388,-0.24734538891408797,0.07733032168055354,1.0353781280566825,0.21745331274187274,62.104395604395606,1818,14.14584889014562,,7,80,1.25,0.85,0.25,20,0.9928642954878122,0.6129296193406617
3,0.4146728503303017,0.4146728503303017,0.4937629368914831,0.4937629368914831,0.054574030197718726,0.11052678546772488,-0.14257733181692367,0.38276793023307853,1.096890067161631,0.15602841305439127,52.456593406593406,1815,3.8227921883265177,,9,140,1.5,0.5499999999999999,0.7,8,0.9935056279266201,0.5046289484247498
4,0.13355744347681506,0.4146728503303017,0.3101273615938819,0.4937629368914831,0.04303547932332457,0.13876711523338728,-0.3421568755308684,0.12577704088673805,1.0552242710568853,0.10982960703265243,33.89120879120879,1786,4.696473062038422,,4,160,2.5,0.85,0.4,8,0.9945792623711702,0.8281829924875215
5,-0.21253829900891485,0.4146728503303017,-0.06376234236616206,0.4937629368914831,-0.006834607750350038,0.10718878097516514,-0.273420575507886,-0.024996684092462945,0.9889211040279685,0.2413133777761956,57.07032967032967,1815,5.570058699448904,,5,100,1.25,0.9999999999999999,0.25,16,0.9893639550652518,0.924081625413373
6,0.23341185016191954,0.4146728503303017,0.33203642628976315,0.4937629368914831,0.036820674853624676,0.11089348016741943,-0.18016927588870535,0.20436711349369935,1.0589686058756131,0.17079876366981883,39.54120879120879,1805,6.480579789479574,,10,80,2.5,0.85,0.9999999999999999,20,0.9933705997033552,1.4062490820277402
7,-0.14952361144781973,0.4146728503303017,-0.033305593222793334,0.4937629368914831,-0.0031572002321328153,0.09479489559045368,-0.2165645610642476,-0.014578563623787818,0.9943463144573929,0.15871475385805162,66.93846153846154,1818,7.35402995745341,,4,80,1.25,0.4,0.4,10,0.996602325128127,0.7281039920323071
2,0.2063022070201995,0.2063022070201995,0.30678435916934216,0.30678435916934216,0.03510414492661686,0.11442612335800241,-0.1836518687694243,0.19114504612359956,1.0561335186521206,0.17312435528861037,45.34505494505495,1815,2.867347272237142,,7,120,1.75,0.4,0.7,8,0.9890900250794931,0.73963421195243
0,0.11469066712993713,0.11469066712993713,0.24067419464136447,0.24067419464136447,0.03362963064854906,0.1397309366659003,-0.2371639951169261,0.14179905610026958,1.043859317580421,0.14803059905928578,28.728571428571428,1803,0.965007209777832,,8,160,2.25,0.7,0.25,10,0.9858131705703548,1.3394113749299221
1,0.06415218096365355,0.11469066712993713,0.19535547920234922,0.24067419464136447,0.02196521720013799,0.11243716987014435,-0.2320335447844175,0.09466397292057874,1.0353226411386973,0.3037305169297381,46.28131868131868,1815,1.999926781654358,,10,140,1.25,0.9999999999999999,0.85,10,0.9875455495408993,0.5200854118241206
